Rejected	-3.572626	-0.144899	-1.904498	-1.817665	-0.037653	-4.739257	-0.812309	-0.052936	-0.168900	-0.007580	-0.001651	-0.015780	-2.760014	-0.091693	-1.735550	-0.000418	-0.007921	-0.000763	-0.376873	-0.000097	-5.601784	-7.257967	-0.011233	0.345422	0.595199	-0.000008	0.498585	-0.000017	-0.004587	-0.000008	-0.972064	0.000011	-6.100327	-0.001023	-0.020141	-0.000194	-2.408846	-0.000021	-0.600725	-0.922455	0.111143	-3.202747	0.095005	0.000001	0.263573	0.000074	0.053214	0.000129	-2.503840	-0.000021	-0.864296	-0.000343	-0.010208	-0.000047	-1.702815	-0.028600	-1.787587	-2.417190	-0.114200	-2.575366	0.389270	-0.000032	0.002302	0.000028	0.018735	0.000193	-2.092079	-0.028519	-1.789889	-0.019386	-0.010925	-0.007992	-0.029024	-0.002611	-127.412475	-132.941544	-0.763744	-61.052396	-0.019423	0.000004	-127.096216	-0.045648	-1.546320	-0.004496	-0.009587	-0.002531	-0.316244	-0.005148	-0.002557	-0.002084	-0.994873	-0.000174	-4.197212	-4.783521	-0.024841	-1.102275	-0.404387	-0.000000	-0.044010	0.000008	0.000061	0.000000	-0.590483	-0.000166	-4.153187	-0.001429	-0.019077	-0.001696	-1.927598	-0.000811	-1.290385	-1.806149	-0.032642	-2.680527	-1.114767	-0.000660	-0.766379	-0.000306	-0.008819	-0.000292	-0.812770	-0.000150	-0.524006	-0.000040	-0.014049	-0.000931	0.999978	-0.697202	0.943416	0.762329	-5.690545	-29.446532	0.999974	-0.002021	1.046247	-0.001006	0.000542	0.000282	0.999945	-0.696985	-0.101731	0.001070	-0.174351	-0.016889
Rejected	-2.999907	-0.051611	-1.771430	-1.452988	-0.021974	-4.001738	-0.271346	-0.017676	-0.056426	-0.002530	-0.000551	-0.005267	-2.728459	-0.033846	-1.714989	-0.000573	-0.010848	-0.001045	-0.609310	-0.000032	-4.950736	-6.426141	-0.015770	-0.099202	0.207299	-0.000003	0.173640	-0.000005	-0.001467	-0.000003	-0.816606	0.000004	-5.124362	-0.000955	-0.018806	-0.000182	-2.302485	-0.000019	-0.621648	-0.944712	0.031333	-3.069011	0.070901	0.000001	0.197601	0.000026	0.018492	0.000045	-2.373382	-0.000020	-0.819248	-0.000335	-0.009961	-0.000046	-1.387853	-0.009652	-0.612902	-0.826603	-0.046410	-1.836708	-0.682036	-0.000018	-0.009039	0.000007	0.004618	0.000047	-0.705815	-0.009617	-0.603862	-0.006525	-0.003677	-0.002690	-0.011621	-0.001107	-49.509887	-51.658974	-0.297097	-23.721090	-0.007530	0.000001	-49.362252	-0.017827	-0.603882	-0.001756	-0.004086	-0.001081	-0.147630	-0.002683	-0.001333	-0.001086	-0.647685	-0.000091	-2.293892	-2.620057	-0.017766	-0.734938	-0.326661	-0.000000	-0.035706	-0.000104	-0.000791	-0.000004	-0.321023	-0.000088	-2.258181	-0.000721	-0.009625	-0.000856	-1.753245	-0.000406	-1.160134	-1.623866	-0.021866	-2.435723	-0.680390	-0.000311	-0.467735	-0.000140	-0.004039	-0.000134	-1.072835	-0.000094	-0.692399	-0.000025	-0.008716	-0.000578	0.999936	-0.282643	-0.039857	-0.228461	-4.081451	-21.978638	0.999996	-0.001085	0.035865	-0.000337	-0.002341	0.000011	0.999923	-0.282907	-0.074904	0.000356	-0.115902	-0.011752
Rejected	-2.002584	-0.016229	-1.227345	-0.950861	-0.012160	-2.677136	-0.074227	-0.004832	-0.015437	-0.000691	-0.000151	-0.001439	-1.928329	-0.011372	-1.211903	-0.000440	-0.008332	-0.000802	-0.973115	-0.000015	-3.560614	-4.645011	-0.013798	-0.854556	-0.468093	-0.000007	-0.391584	-0.000013	-0.003397	-0.000006	-0.505021	0.000001	-3.169026	-0.000613	-0.012059	-0.000116	-1.968656	-0.000016	-0.681152	-1.007527	0.000706	-2.648252	-0.000576	0.000000	-0.001811	0.000007	0.004727	0.000011	-1.968079	-0.000016	-0.679340	-0.000281	-0.008342	-0.000039	-1.130749	-0.002652	-0.177074	-0.236825	-0.020199	-1.396284	-0.937267	-0.000012	-0.011540	-0.000000	-0.000253	-0.000003	-0.193482	-0.002636	-0.165534	-0.001787	-0.001007	-0.000737	-0.003409	-0.000331	-14.368486	-14.992246	-0.086256	-6.883926	-0.002183	0.000000	-14.323027	-0.005183	-0.175573	-0.000511	-0.001224	-0.000324	-0.045458	-0.000851	-0.000423	-0.000345	-0.259030	-0.000032	-0.817766	-0.935592	-0.007353	-0.297850	-0.145038	-0.000000	-0.015872	-0.000060	-0.000452	-0.000002	-0.113992	-0.000031	-0.801893	-0.000249	-0.003320	-0.000295	-1.404726	-0.000191	-0.919727	-1.287340	-0.013068	-1.949489	-0.307951	-0.000121	-0.211697	-0.000053	-0.001537	-0.000051	-1.096770	-0.000070	-0.708030	-0.000018	-0.006423	-0.000426	0.999874	-0.097124	-0.633001	-0.774684	-1.988995	-11.056329	1.000003	-0.001040	-0.595862	-0.000094	-0.005271	-0.000149	0.999868	-0.096786	-0.036710	0.000097	-0.054552	-0.005636
Rejected	-0.559319	-0.002863	-0.346905	-0.263825	-0.003166	-0.748250	-0.010932	-0.000711	-0.002274	-0.000102	-0.000022	-0.000212	-0.548383	-0.002148	-0.344630	-0.000128	-0.002427	-0.000234	-0.774936	-0.000009	-1.383250	-1.821851	-0.006328	-0.913127	-0.639803	-0.000008	-0.535294	-0.000014	-0.003768	-0.000007	-0.135133	0.000000	-0.847956	-0.000166	-0.003268	-0.000032	-1.011273	-0.000008	-0.721353	-1.013798	-0.010591	-1.420458	-0.151808	-0.000001	-0.424684	-0.000003	-0.001794	-0.000004	-0.859466	-0.000007	-0.296669	-0.000123	-0.003654	-0.000017	-0.549362	-0.000394	-0.030702	-0.040097	-0.006801	-0.661173	-0.520868	-0.000005	-0.006324	-0.000001	-0.000809	-0.000008	-0.028494	-0.000388	-0.024378	-0.000263	-0.000148	-0.000108	-0.000512	-0.000050	-2.151520	-2.244924	-0.012918	-1.030778	-0.000327	0.000000	-2.144588	-0.000777	-0.026305	-0.000076	-0.000185	-0.000049	-0.006932	-0.000131	-0.000065	-0.000053	-0.044254	-0.000005	-0.133133	-0.152430	-0.001270	-0.051145	-0.025729	-0.000000	-0.002817	-0.000011	-0.000085	-0.000000	-0.018525	-0.000005	-0.130316	-0.000040	-0.000534	-0.000048	-0.586144	-0.000057	-0.381699	-0.534256	-0.004575	-0.813003	-0.078525	-0.000028	-0.053980	-0.000012	-0.000344	-0.000011	-0.507619	-0.000029	-0.327719	-0.000008	-0.002687	-0.000178	0.999765	-0.016673	-0.239406	-0.276813	-0.396348	-2.254069	0.999931	-0.000343	-0.231995	-0.000014	-0.001872	-0.000058	0.999764	-0.016533	-0.007279	0.000014	-0.010710	-0.001114
Rejected	-0.044687	-0.000207	-0.027769	-0.021056	-0.000250	-0.059789	-0.000747	-0.000049	-0.000155	-0.000007	-0.000002	-0.000014	-0.043940	-0.000158	-0.027614	-0.000010	-0.000195	-0.000019	-0.099747	-0.000001	-0.145460	-0.192380	-0.000705	-0.122754	-0.088346	-0.000001	-0.073915	-0.000002	-0.000513	-0.000001	-0.011402	0.000000	-0.071545	-0.000014	-0.000277	-0.000003	-0.158717	-0.000001	-0.204226	-0.280704	-0.003504	-0.237659	-0.060942	-0.000000	-0.170476	-0.000001	-0.000952	-0.000002	-0.097775	-0.000001	-0.033750	-0.000014	-0.000416	-0.000002	-0.060530	-0.000027	-0.002378	-0.003056	-0.000695	-0.072537	-0.058580	-0.000001	-0.000710	-0.000000	-0.000102	-0.000001	-0.001950	-0.000027	-0.001668	-0.000018	-0.000010	-0.000007	-0.000035	-0.000003	-0.147322	-0.153718	-0.000885	-0.070581	-0.000022	0.000000	-0.146846	-0.000053	-0.001801	-0.000005	-0.000013	-0.000003	-0.000476	-0.000009	-0.000004	-0.000004	-0.003100	-0.000000	-0.009249	-0.010591	-0.000089	-0.003586	-0.001814	-0.000000	-0.000199	-0.000001	-0.000006	-0.000000	-0.001287	-0.000000	-0.009050	-0.000003	-0.000037	-0.000003	-0.057253	-0.000005	-0.037246	-0.052132	-0.000431	-0.079404	-0.006758	-0.000002	-0.004646	-0.000001	-0.000028	-0.000001	-0.050495	-0.000003	-0.032600	-0.000001	-0.000263	-0.000017	0.998731	-0.001161	-0.019433	-0.022318	-0.028753	-0.164406	0.998903	-0.000047	-0.018877	-0.000001	-0.000151	-0.000005	0.998731	-0.001202	-0.000493	0.000001	-0.000775	-0.000081
Rejected	-0.001468	-0.000007	-0.000912	-0.000692	-0.000008	-0.001964	-0.000024	-0.000002	-0.000005	-0.000000	-0.000000	-0.000000	-0.001444	-0.000005	-0.000907	-0.000000	-0.000006	-0.000001	-0.003435	-0.000000	-0.004928	-0.006521	-0.000024	-0.004240	-0.003057	-0.000000	-0.002558	-0.000000	-0.000018	-0.000000	-0.000378	0.000000	-0.002371	-0.000000	-0.000009	-0.000000	-0.005950	-0.000000	-0.008239	-0.011302	-0.000143	-0.009003	-0.002523	-0.000000	-0.007056	-0.000000	-0.000040	-0.000000	-0.003427	-0.000000	-0.001183	-0.000000	-0.000015	-0.000000	-0.002054	-0.000001	-0.000078	-0.000100	-0.000023	-0.002461	-0.001991	-0.000000	-0.000024	-0.000000	-0.000003	-0.000000	-0.000063	-0.000001	-0.000054	-0.000001	-0.000000	-0.000000	-0.000001	-0.000000	-0.004782	-0.004989	-0.000029	-0.002291	-0.000001	0.000000	-0.004766	-0.000002	-0.000058	-0.000000	-0.000000	-0.000000	-0.000015	-0.000000	-0.000000	-0.000000	-0.000101	-0.000000	-0.000301	-0.000344	-0.000003	-0.000117	-0.000059	-0.000000	-0.000006	-0.000000	-0.000000	-0.000000	-0.000042	-0.000000	-0.000294	-0.000000	-0.000001	-0.000000	-0.001917	-0.000000	-0.001247	-0.001745	-0.000014	-0.002658	-0.000224	-0.000000	-0.000154	-0.000000	-0.000001	-0.000000	-0.001693	-0.000000	-0.001093	-0.000000	-0.000009	-0.000001	0.967074	-0.000021	-0.000635	-0.000733	-0.000936	-0.005353	0.967241	-0.000021	-0.000598	-0.000000	-0.000005	-0.000000	0.967076	-0.000076	0.000019	0.000000	-0.000025	-0.000003
Rejected	-0.000023	-0.000000	-0.000015	-0.000011	-0.000000	-0.000031	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000023	-0.000000	-0.000014	-0.000000	-0.000000	-0.000000	-0.000055	-0.000000	-0.000078	-0.000104	-0.000000	-0.000068	-0.000049	-0.000000	-0.000041	-0.000000	-0.000000	-0.000000	-0.000006	0.000000	-0.000038	-0.000000	-0.000000	-0.000000	-0.000095	-0.000000	-0.000132	-0.000181	-0.000002	-0.000144	-0.000040	-0.000000	-0.000113	-0.000000	-0.000001	-0.000000	-0.000055	-0.000000	-0.000019	-0.000000	-0.000000	-0.000000	-0.000033	-0.000000	-0.000001	-0.000002	-0.000000	-0.000039	-0.000032	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000076	-0.000079	-0.000000	-0.000036	-0.000000	0.000000	-0.000076	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000002	-0.000000	-0.000005	-0.000005	-0.000000	-0.000002	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000005	-0.000000	-0.000000	-0.000000	-0.000030	-0.000000	-0.000020	-0.000028	-0.000000	-0.000042	-0.000004	-0.000000	-0.000002	-0.000000	-0.000000	-0.000000	-0.000027	-0.000000	-0.000017	-0.000000	-0.000000	-0.000000	0.319317	0.000005	-0.000009	-0.000012	-0.000014	-0.000082	0.319375	-0.000007	-0.000002	-0.000000	-0.000000	-0.000000	0.319331	-0.000013	0.000012	0.000000	-0.000000	-0.000000
Accepted	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000001	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000001	-0.000001	-0.000000	-0.000001	-0.000000	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000001	-0.000000	-0.000000	-0.000000	0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.003681	0.000000	-0.000000	-0.000000	-0.000000	-0.000001	0.003682	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.003682	-0.000000	0.000000	0.000000	-0.000000	-0.000000
Accepted	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000002	-0.000003	-0.000000	-0.000002	-0.000001	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000002	-0.000000	-0.000003	-0.000004	-0.000000	-0.000003	-0.000001	-0.000000	-0.000003	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000001	-0.000000	-0.000000	-0.000000	0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000000	-0.000001	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.011017	0.000000	-0.000000	-0.000000	-0.000000	-0.000002	0.011020	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.011018	-0.000000	0.000000	0.000000	-0.000000	-0.000000
Rejected	-0.000002	-0.000000	-0.000001	-0.000001	-0.000000	-0.000002	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000002	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000004	-0.000000	-0.000007	-0.000009	-0.000000	-0.000005	-0.000003	-0.000000	-0.000004	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000003	-0.000000	-0.000000	-0.000000	-0.000007	-0.000000	-0.000011	-0.000015	-0.000000	-0.000011	-0.000003	-0.000000	-0.000009	-0.000000	-0.000000	-0.000000	-0.000004	-0.000000	-0.000002	-0.000000	-0.000000	-0.000000	-0.000003	-0.000000	-0.000000	-0.000000	-0.000000	-0.000003	-0.000003	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000005	-0.000000	-0.000002	-0.000002	-0.000000	-0.000004	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000002	-0.000000	-0.000002	-0.000000	-0.000000	-0.000000	0.032056	0.000001	-0.000001	-0.000001	-0.000001	-0.000008	0.032070	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	0.032065	-0.000001	0.000001	0.000000	-0.000000	-0.000000
Rejected	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000002	-0.000003	-0.000000	-0.000002	-0.000001	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000002	-0.000000	-0.000004	-0.000005	-0.000000	-0.000004	-0.000001	-0.000000	-0.000003	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000002	-0.000000	-0.000001	-0.000001	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000001	-0.000000	-0.000001	-0.000000	-0.000000	-0.000000	0.010919	0.000000	-0.000000	-0.000000	-0.000000	-0.000003	0.010924	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.010922	-0.000000	0.000000	0.000000	-0.000000	-0.000000
